ap_mac,lat,lon,Количество_торговля_rank,Количество_бытовые_rank,Количество_общепит_rank,Количество_клубы_rank,Количество_медицина_rank,Выручка_торговля_rank,Прибыль_торговля_rank,Выручка_бытовые_rank,Прибыль_бытовые_rank,Выручка_общепит_rank,Прибыль_общепит_rank,Выручка_клубы_rank,Прибыль_клубы_rank,Выручка_медицина_rank,Прибыль_медицина_rank,barbers_rank,spa_rank,shoes_rank,jewelry_rank,foto_rank,riteil_rank,club_rank,med_rank,vet_rank,stomat_rank,alco_rank,shop_rank,crime_rank,danger_rank,houseprise_rank,houseparenda_rank,money_rank,people_rank,traffic_rank,toilet_rank,trash_rank,metro_rank,taxi_rank,auto_rank,light_rank,video_rank,keep_rank,arenda_rank,ЖКХ_ранг,Соседи_ранг,Условия для детей_ранг,Спорт и отдых_ранг,Магазины_ранг,Транспорт_ранг,Безопасность_ранг,Стоимость жизни_ранг,Чистота_ранг,Экология_ранг,Адрес
8684,55.805827,37.515146,856.0,900.0,835.0,1279.0,862.0,1289.0,288.0,2580.0,1491.0,2226.0,2655.0,868.0,1678.0,2444.0,1689.0,1354.0,988.5,2186.5,1940.5,2537.0,1331.5,1867.0,2050.0,1971.0,255.5,1220.5,2171.5,270.0,1441.5,1101.5,2583.5,1845.0,1642.0,1113.0,205.0,1760.0,429.5,2388.0,2016.5,923.0,1446.5,2388.0,57.0,108.0,34.0,92.0,82.0,90.0,82.0,19.0,46.0,103.0,84.0,"Ленинградский проспект (дублёр), 76А, Москва, Россия"
335,55.716859,37.613063,1504.0,1125.5,1196.0,969.0,929.0,1790.0,2360.0,1144.0,1594.5,2287.0,2344.5,2239.0,2321.0,1664.0,1626.5,2711.5,2341.5,2186.5,762.5,1538.0,1331.5,201.0,1023.0,2645.5,1087.0,1497.5,2525.0,962.0,835.5,1260.0,294.0,1645.0,2364.0,557.0,1312.0,593.5,2083.0,2388.0,789.0,1111.5,1371.5,10.5,1414.0,100.0,14.0,15.0,30.0,53.0,9.0,56.0,48.0,85.0,74.0,"улица Шухова, 14, Москва, Россия"
8658,55.796526,37.486859,541.5,963.5,641.5,808.0,878.5,1971.5,646.5,1395.5,2530.5,1730.5,2078.5,840.5,1453.5,2633.5,2036.5,985.0,2341.5,2686.0,1940.5,632.5,1274.5,2319.5,1023.0,285.5,754.0,1266.0,2328.0,1129.5,2006.0,727.5,754.5,1937.5,652.5,908.0,1312.0,1487.5,183.5,1318.0,2049.5,1488.5,1195.0,986.5,57.0,58.0,89.0,81.0,43.0,93.0,76.0,42.0,72.0,44.0,26.0,"улица Маршала Бирюзова, 31, Москва, Россия"
1591,55.737836,37.562604,673.5,900.0,1054.5,1097.5,1320.5,1084.5,356.5,2052.5,320.5,205.5,196.5,2650.5,1770.5,202.5,2212.5,388.0,988.5,888.0,1940.5,632.5,1986.0,670.0,2050.0,1237.0,1087.0,1916.0,651.0,562.5,1441.5,1395.5,1059.5,1754.5,1760.5,145.0,2289.0,2402.5,429.5,1318.0,1331.0,2601.0,1333.0,2388.0,2656.0,57.0,29.0,110.0,110.0,114.0,69.0,15.0,105.0,65.0,112.0,"Бережковская набережная, 16А, Москва, Россия"
496,55.815413,37.738045,745.5,630.5,478.5,715.5,518.5,600.5,2215.5,1427.5,40.5,265.5,2680.5,693.5,2587.5,2522.5,2722.0,48.5,988.5,888.0,762.5,1538.0,166.0,670.0,2685.5,285.5,1087.0,92.5,886.0,300.5,1441.5,436.0,2035.0,2488.5,717.5,206.0,2289.0,2711.5,629.0,2388.0,1944.5,2628.0,2309.0,986.5,294.5,113.0,104.0,98.0,103.0,66.0,72.0,89.0,89.0,104.0,57.0,"Открытое шоссе, 9 с1, Москва, Россия"
507,55.742007,37.867169,152.5,128.5,228.5,110.5,228.0,1194.5,2796.5,1894.5,2586.5,2388.5,1442.5,2744.0,2536.0,1044.5,2682.0,1814.5,988.5,888.0,2508.0,2036.0,489.5,670.0,259.5,798.5,255.5,292.0,2304.0,725.5,1441.5,54.5,832.5,2702.5,1135.5,213.0,2289.0,5.0,629.0,1318.0,1932.5,2548.5,2241.0,165.5,2656.0,14.0,25.0,5.0,29.0,3.0,33.0,24.0,64.0,31.0,98.0,"Новокосинская улица, 32, Москва, Россия"
533,55.723861,37.610053,1041.0,1377.0,1377.0,1377.0,1171.0,1387.0,506.0,1551.0,2164.0,1318.0,1632.0,2429.0,838.0,788.0,1804.0,1587.0,988.5,888.0,762.5,2373.5,1548.0,670.0,2050.0,2645.5,1087.0,1307.5,1061.5,2657.0,,2493.0,143.0,1139.0,2711.0,221.0,1312.0,1255.0,1169.0,2388.0,1357.0,1317.0,1195.0,986.5,700.0,,,,,,,,,,,"улица Шаболовка, 10 к1, Москва, Россия"
537,55.753301,37.606263,1213.0,1534.0,1958.0,1534.0,1506.0,967.0,2528.0,622.0,192.0,2475.0,566.0,1000.0,1024.0,1512.0,854.0,1587.0,988.5,888.0,762.5,2036.0,2684.5,2717.0,2050.0,1971.0,2818.0,2576.5,581.5,2130.0,,2707.0,2416.0,1502.0,2526.0,525.0,205.0,1409.5,60.0,15.5,1171.5,33.0,126.0,2388.0,2131.5,,,,,,,,,,,"улица Воздвиженка, 10, Москва, Россия"
544,55.712533,37.553226,2581.0,2524.0,2524.0,2524.0,2331.0,2215.0,859.0,2329.0,566.0,759.0,1226.0,1606.0,249.0,503.0,203.0,48.5,988.5,888.0,762.5,632.5,56.0,670.0,1023.0,285.5,1783.5,17.5,12.0,1335.0,412.5,2208.0,1321.0,324.0,941.0,1306.0,2289.0,2772.0,849.5,1318.0,2346.0,1061.0,2612.5,2725.5,2131.5,79.0,18.0,52.0,20.0,111.0,85.0,6.0,42.0,26.0,83.0,"улица Лужники, 24 с19, Москва, Россия"
553,55.624505,37.709093,49.5,119.5,315.0,187.0,307.0,1253.5,2787.5,2730.5,1520.5,2578.5,2078.5,1345.5,2264.5,2452.5,1903.5,506.5,988.5,2186.5,1940.5,632.5,454.5,2820.0,259.5,798.5,255.5,729.5,651.0,30.5,412.5,303.5,1601.5,2643.5,302.5,257.0,2289.0,1724.0,2529.5,2388.0,2188.5,637.5,2612.5,418.5,1414.0,10.0,51.0,11.0,26.0,19.0,59.0,33.0,19.0,10.0,41.0,"Каширское шоссе (дублёр), 80, Москва, Россия"
556,55.7167716,37.407897,1445.5,824.5,1130.5,1245.5,845.5,1725.5,1097.5,1382.5,2489.0,1797.5,2266.5,859.5,1133.5,65.5,1697.5,506.5,988.5,2186.5,762.5,1538.0,636.5,2717.0,259.5,798.5,29.5,622.5,1514.0,124.5,412.5,708.0,10.0,1814.5,276.5,181.0,1312.0,1377.0,2529.5,2388.0,2622.0,239.0,1256.5,1773.5,700.0,77.0,85.0,100.0,101.0,81.0,110.0,83.0,103.0,82.0,73.0,"Можайское шоссе (дублёр), 45А, Москва, Россия"
568,55.788216,37.787084,354.5,686.5,915.5,658.0,663.5,815.5,2637.5,1268.5,790.5,1759.5,2423.5,709.5,1957.0,2647.5,2126.5,1470.0,2341.5,888.0,1940.5,2036.0,713.5,201.0,2685.5,285.5,1087.0,1154.5,2820.0,1534.5,54.0,411.0,874.5,2354.5,1148.5,417.0,603.0,1806.5,1649.5,2388.0,1816.0,2621.0,2521.0,986.5,126.0,103.0,40.0,59.0,34.0,23.0,53.0,62.0,28.0,107.0,15.0,"Измайловский проспект, 54, Москва, Россия"
587,55.789613,37.586904,424.0,745.5,981.0,1237.0,821.5,1143.0,67.0,504.0,1665.5,380.0,2344.5,1384.0,443.0,11.0,397.0,388.0,988.5,888.0,762.5,2036.0,1529.5,2717.0,2050.0,1237.0,1087.0,1335.5,2764.0,889.0,835.5,1454.0,366.0,1823.0,2448.0,711.0,603.0,1670.0,1649.5,1060.0,1339.0,1852.5,1896.0,2388.0,1414.0,75.0,62.0,114.0,105.0,101.0,17.0,48.0,30.0,24.0,111.0,"Бумажный проезд, 14 с2, Москва, Россия"
589,55.695027,37.662812,2287.5,1724.5,1599.5,2023.5,1874.0,2565.5,1421.5,342.5,902.5,1102.5,1858.5,485.5,549.5,1309.5,532.5,157.0,988.5,888.0,1940.5,632.5,188.0,670.0,259.5,798.5,754.0,268.0,166.5,1669.5,2303.5,889.5,2166.5,1336.5,1336.5,1154.0,2289.0,2653.0,2529.5,1700.0,2038.5,2699.0,2468.0,2725.5,700.0,93.0,91.0,111.0,91.0,80.0,61.0,84.0,65.0,92.0,105.0,"проспект Андропова, 18 к1, Москва, Россия"
653,55.78278,37.650253,2115.0,1609.0,1484.0,1908.0,1601.5,30.0,1557.0,25.0,769.0,1466.0,2480.0,631.0,2059.0,1194.0,763.0,388.0,988.5,888.0,762.5,632.5,713.5,670.0,1023.0,1237.0,2621.0,1812.0,97.0,1981.5,1441.5,1976.0,452.0,826.0,2422.0,208.0,2289.0,2543.5,629.0,890.5,1610.0,2595.0,1841.5,1773.5,1414.0,85.0,111.0,109.0,97.0,95.0,80.0,109.0,101.0,93.0,103.0,"проезд Комсомольской Площади, Москва, Россия"
708,55.849994,37.406567,615.5,622.5,445.5,504.5,416.5,2789.5,1671.0,1095.5,2053.5,2614.5,1966.5,1847.5,2514.5,996.5,2659.5,157.0,988.5,888.0,762.5,632.5,188.0,201.0,1023.0,798.5,129.0,275.5,416.0,504.5,1441.5,461.0,784.0,2366.5,747.5,92.0,2289.0,2514.5,2529.5,1060.0,2622.0,2571.5,2309.0,1773.5,57.0,63.0,95.0,63.0,19.0,56.0,65.0,39.0,67.0,38.0,16.0,"бульвар Яна Райниса, 45 к1, Москва, Россия"
728,55.679138,37.565317,1355.0,1276.0,956.0,859.0,1575.0,1917.0,1195.0,1761.0,2709.0,70.0,93.0,1409.0,1988.0,2800.0,2416.0,2087.0,988.5,888.0,1940.5,1538.0,1360.5,201.0,259.5,798.5,1087.0,1350.5,2226.5,859.0,1441.5,1165.0,2295.0,1038.0,738.0,158.0,1312.0,637.0,849.5,1700.0,1914.5,1249.0,2309.0,986.5,1414.0,31.0,30.0,17.0,36.0,67.0,18.0,20.0,9.0,28.0,48.0,"Профсоюзная улица, 15, Москва, Россия"
977,55.634151,37.441026,839.0,250.5,521.0,490.0,440.5,1241.0,632.0,2568.0,2001.0,2698.0,1988.0,613.0,2077.0,2812.0,2286.0,48.5,988.5,888.0,762.5,632.5,18.0,201.0,259.5,285.5,129.0,95.5,97.0,1068.5,,,,2013.0,1930.0,186.0,2289.0,2807.5,2529.5,2388.0,2622.0,2834.0,2816.5,2725.5,294.5,,,,,,,,,,,"вл4, Россия"
1075,55.705452,37.637749,2287.5,1724.5,1599.5,2023.5,1874.0,2565.5,1421.5,342.5,902.5,1102.5,1858.5,485.5,549.5,1309.5,532.5,273.0,988.5,888.0,762.5,632.5,144.0,201.0,1023.0,2818.0,754.0,443.0,741.0,1669.5,2303.5,889.5,2166.5,1336.5,1336.5,172.0,2289.0,2640.5,2529.5,2388.0,1839.5,2700.0,2612.5,2388.0,194.5,93.0,91.0,111.0,91.0,80.0,61.0,84.0,65.0,92.0,105.0,"Автозаводская улица, 18, Москва, Россия"
1162,55.657845,37.747729,807.5,1057.5,677.0,888.5,1427.5,2750.5,2129.5,2620.5,2489.0,2744.5,2595.5,1111.5,2656.0,2718.5,2488.5,985.0,988.5,888.0,762.5,632.5,1427.5,1504.5,259.5,285.5,1087.0,1501.5,2782.0,478.5,2006.0,153.5,874.5,2421.5,16.5,563.0,2289.0,457.5,50.5,1700.0,1898.0,335.0,1256.5,418.5,1414.0,33.0,63.0,10.0,13.0,10.0,77.0,94.0,75.0,74.0,108.0,"улица Перерва, 56/2, Москва, Россия"
726,55.646914,37.746912,807.5,1057.5,677.0,888.5,1427.5,2750.5,2129.5,2620.5,2489.0,2744.5,2595.5,1111.5,2656.0,2718.5,2488.5,755.5,988.5,888.0,1940.5,632.5,1216.0,1137.0,259.5,285.5,754.0,1147.5,2798.5,478.5,2006.0,153.5,874.5,2421.5,16.5,375.0,2289.0,657.0,183.5,1700.0,2139.5,1241.0,1446.5,2388.0,2131.5,33.0,63.0,10.0,13.0,10.0,77.0,94.0,75.0,74.0,108.0,"Люблинская улица (дублёр), 171, Москва, Россия"
981,55.733624,37.616827,1041.0,1377.0,1377.0,1377.0,1171.0,1387.0,506.0,1551.0,2164.0,1318.0,1632.0,2429.0,838.0,788.0,1804.0,2160.0,988.5,888.0,1940.5,2373.5,2311.5,1137.0,2050.0,1971.0,1783.5,2123.0,615.5,2657.0,,2493.0,143.0,1139.0,2711.0,510.0,205.0,546.0,849.5,785.5,1086.5,1653.5,533.0,1773.5,1414.0,,,,,,,,,,,"улица Малая Полянка, 13, Москва, Россия"
1088,55.677737,37.506882,110.0,311.0,163.0,187.0,644.0,721.0,2274.0,1294.0,2372.0,2592.0,2724.0,2777.0,2806.0,1093.0,2436.0,869.0,2341.5,888.0,762.5,632.5,790.5,1504.5,259.5,285.5,1087.0,639.0,2226.5,664.0,412.5,1188.0,945.0,2267.0,1904.0,211.0,1312.0,1580.5,265.0,1700.0,2622.0,332.5,1295.5,986.5,2656.0,16.0,32.0,43.0,33.0,82.0,75.0,8.0,20.0,16.0,13.0,"проспект Вернадского, 14А, Москва, Россия"
1212,55.9668783,37.1618252,118.5,205.5,129.0,223.0,482.0,1740.5,2742.5,2658.5,1475.5,318.5,2595.5,1866.5,2694.0,2664.5,2286.0,506.5,988.5,888.0,762.5,632.5,79.0,201.0,259.5,285.5,129.0,70.5,140.5,840.5,,8.5,,2734.5,1177.5,155.0,2289.0,2677.0,2529.5,2388.0,2622.0,2649.5,2415.0,1773.5,2656.0,,,,,,,,,,,"Зелёная улица, Зеленоград, Россия"
1384,55.782071,37.704116,1400.5,1198.5,1117.5,783.5,862.0,114.5,1242.5,2130.5,1371.5,1213.5,2135.5,732.5,2118.5,2603.5,2401.5,632.5,2769.5,888.0,1940.5,632.5,1058.5,1867.0,2819.0,1971.0,2425.5,1071.0,741.0,1116.5,2303.5,606.5,472.5,1880.5,1462.5,121.0,1312.0,2480.5,2083.0,1318.0,1349.0,1575.5,2241.0,1773.5,294.5,86.0,33.0,108.0,27.0,64.0,19.0,65.0,59.0,109.0,64.0,"Большая Семёновская улица, 16, Москва, Россия"
1458,55.810966,37.403863,308.5,338.0,195.0,470.0,204.5,1870.5,1204.5,1838.5,1360.5,530.5,2464.5,721.5,935.5,1033.5,2734.5,869.0,2341.5,2186.5,2508.0,1538.0,359.0,1137.0,1023.0,798.5,255.5,428.5,1960.5,111.5,54.0,575.5,2553.5,2291.5,157.5,420.0,2289.0,1223.5,849.5,890.5,2392.0,812.0,1530.0,51.0,294.5,3.0,5.0,3.0,2.0,11.0,26.0,11.0,4.0,5.0,3.0,"улица Маршала Катукова, 11 к1, Москва, Россия"
1461,55.729838,37.645717,1920.0,1977.0,2170.0,1746.0,1874.0,446.0,1889.0,890.0,1171.0,2044.0,808.0,188.0,1288.0,1945.0,1066.0,1911.5,988.5,888.0,762.5,2036.0,1709.5,1867.0,1023.0,2645.5,2169.0,1789.0,776.5,2342.0,1441.5,1607.0,1837.0,664.0,2149.0,180.0,2289.0,2334.5,1649.5,1060.0,1210.5,2472.5,1586.0,2388.0,700.0,50.0,90.0,102.0,42.0,108.0,73.0,22.0,50.0,40.0,97.0,"Кожевническая улица, 7 с1, Москва, Россия"
1486,55.718096,37.784066,1413.0,797.5,749.0,694.5,552.5,1962.0,1314.0,235.0,1690.0,372.0,1515.0,2144.0,1920.0,38.0,2140.0,755.5,988.5,2686.0,762.5,1538.0,1163.0,1137.0,1023.0,798.5,1414.5,1266.0,2629.5,742.0,2142.5,291.0,2660.0,2299.0,727.0,144.0,1312.0,914.0,1649.5,2388.0,2038.5,427.0,2031.0,165.5,700.0,105.0,105.0,76.0,99.0,50.0,88.0,111.0,83.0,106.0,95.0,"Рязанский проспект (дублёр), 30 к2, Москва, Россия"
1558,55.568064,37.573806,340.0,426.0,367.5,366.5,518.5,831.0,2700.0,2784.0,2331.0,116.5,2643.5,1362.0,2460.5,55.0,2367.0,1470.0,2341.5,888.0,2508.0,2373.5,713.5,201.0,259.5,798.5,1087.0,991.0,2748.0,647.0,54.0,211.0,486.0,2783.0,1215.0,1152.0,2289.0,637.0,629.0,1318.0,2622.0,258.0,2031.0,418.5,2656.0,15.0,7.0,24.0,17.0,2.0,31.0,32.0,24.0,15.0,18.0,"бульвар Дмитрия Донского, 8, Москва, Россия"
2048,55.656859,37.536068,509.0,538.5,727.5,730.0,798.5,2410.0,1153.0,1208.0,1975.0,1715.0,2344.5,1182.0,2635.0,1791.0,2427.0,506.5,988.5,2186.5,762.5,632.5,567.0,670.0,259.5,285.5,754.0,553.0,279.0,213.0,54.0,626.0,,2085.0,1517.0,1853.0,603.0,2602.5,429.5,1318.0,1839.5,2686.0,2612.5,2388.0,2131.5,37.0,9.0,12.0,6.0,21.0,92.0,59.0,78.0,68.0,37.0,"улица Обручева, 27 к1, Москва, Россия"
2494,55.626213,37.510152,80.5,290.5,163.0,110.5,440.5,271.5,2653.0,1929.0,2445.0,2541.5,2506.0,2816.0,2791.5,945.5,2061.5,48.5,988.5,888.0,762.5,632.5,713.5,670.0,259.5,285.5,255.5,800.0,2677.5,,412.5,326.5,706.5,2243.5,285.5,526.0,2289.0,1692.0,429.5,1318.0,2284.5,2574.5,2568.5,1773.5,2656.0,18.0,20.0,35.0,47.0,28.0,30.0,45.0,3.0,51.0,22.0,"Профсоюзная улица (дублёр), 142, Москва, Россия"
2495,55.740563,37.408382,481.5,835.5,580.0,600.5,697.0,48.5,1080.5,483.5,2408.5,2653.5,2443.5,1856.5,2587.5,1163.5,1947.5,632.5,988.5,888.0,762.5,1538.0,489.5,2784.5,259.5,798.5,129.0,881.5,2433.0,213.0,835.5,643.5,2544.5,2119.5,205.5,367.0,2289.0,1903.0,1649.5,2388.0,2369.0,1544.0,1782.0,2388.0,700.0,106.0,65.0,80.0,90.0,86.0,87.0,75.0,100.0,78.0,52.0,"Оршанская улица, 5, Москва, Россия"
2545,55.776502,37.53711,1372.5,1217.5,1271.5,1222.5,1400.5,854.5,2601.5,504.0,2408.5,1779.5,1988.0,1261.5,2035.5,1130.5,2076.5,157.0,988.5,2186.5,762.5,632.5,567.0,201.0,2050.0,1237.0,391.5,256.5,1831.5,,835.5,1203.5,1997.5,1575.5,1847.5,177.0,2289.0,1875.0,1649.5,1060.0,1914.5,2468.0,2468.0,2388.0,126.0,34.0,6.0,9.0,16.0,91.0,5.0,4.0,13.0,7.0,66.0,"Хорошёвское шоссе, 38, Москва, Россия"
2563,55.707725,37.800029,1284.5,763.5,749.0,658.0,738.0,244.5,2167.5,1861.5,2372.0,1487.5,2013.5,816.5,2091.5,2493.5,2019.0,157.0,988.5,888.0,762.5,632.5,264.0,670.0,1023.0,798.5,532.0,334.0,651.0,314.5,1441.5,72.5,2606.5,2209.5,41.5,353.0,1312.0,2176.5,2529.5,2388.0,1983.5,2603.5,2676.0,2725.5,2131.5,98.0,52.0,46.0,72.0,40.0,102.0,88.0,76.0,98.0,90.0,"Сормовский проезд, 9, Москва, Россия"
8383,55.870112,37.469808,191.5,98.5,179.0,282.5,87.5,1944.5,1108.5,2772.5,2785.5,2686.5,2344.5,1320.5,2564.0,969.5,2547.5,388.0,988.5,888.0,762.5,1538.0,264.0,670.0,259.5,798.5,391.5,170.0,581.5,1051.5,1441.5,497.5,958.5,2624.5,2305.5,715.0,603.0,1580.5,2529.5,2388.0,2392.0,1052.5,2415.0,2388.0,126.0,65.0,38.0,44.0,40.0,102.0,81.0,17.0,23.0,84.0,39.0,"Смольная улица, 63Б, Москва, Россия"
5718,55.74938,37.591701,1213.0,1534.0,1958.0,1534.0,1506.0,967.0,2528.0,622.0,192.0,2475.0,566.0,1000.0,1024.0,1512.0,854.0,2581.0,2341.5,888.0,1940.5,2373.5,2749.0,2593.5,2050.0,1971.0,1783.5,2714.0,1727.0,2130.0,,2707.0,2416.0,1502.0,2526.0,802.0,2289.0,273.0,1649.5,348.5,5.5,1008.0,112.0,986.5,2131.5,,,,,,,,,,,"улица Арбат, 35, Москва, Россия"
6321,55.547845,37.543246,1570.5,1235.5,981.0,1204.5,1382.5,782.5,2767.0,1715.5,2019.5,2786.5,2626.5,784.5,2401.5,956.5,2644.0,1227.5,2341.5,888.0,762.5,2373.5,454.5,670.0,259.5,798.5,1414.5,369.5,1936.0,149.5,2006.0,43.5,389.5,2476.5,57.5,472.0,1312.0,1875.0,1649.5,2388.0,2622.0,253.0,1652.0,418.5,2656.0,8.0,10.0,8.0,32.0,32.0,13.0,23.0,17.0,11.0,12.0,"Венёвская улица, 6, Москва, Россия"
6388,55.750854,37.815974,443.5,273.5,268.5,146.5,158.5,230.5,2103.0,1793.5,2053.5,391.5,2803.0,1235.5,2118.5,2341.5,731.5,1587.0,988.5,888.0,762.5,2036.0,753.5,1504.5,2050.0,798.5,532.0,901.5,2493.5,1012.5,1441.5,122.0,2704.5,2613.5,1196.5,333.0,2289.0,1377.0,849.5,551.5,1816.0,1052.5,1371.5,986.5,700.0,69.0,48.0,21.0,35.0,7.0,29.0,78.0,69.0,71.0,56.0,"Свободный проспект, 20, Москва, Россия"
6533,55.815701,37.731838,745.5,630.5,478.5,715.5,518.5,600.5,2215.5,1427.5,40.5,265.5,2680.5,693.5,2587.5,2522.5,2722.0,506.5,988.5,888.0,762.5,1538.0,422.5,670.0,2685.5,285.5,1087.0,272.0,1544.0,300.5,1441.5,436.0,2035.0,2488.5,717.5,314.0,2289.0,2555.5,629.0,2388.0,1906.5,2000.0,1782.0,165.5,700.0,113.0,104.0,98.0,103.0,66.0,72.0,89.0,89.0,104.0,57.0,"Ивантеевская улица, 23, Москва, Россия"
6604,55.478312,37.298679,177.5,169.5,188.5,146.5,274.0,873.5,2742.5,1989.5,2267.5,20.5,1966.5,1887.5,2460.5,1038.5,2707.0,1814.5,2341.5,888.0,1940.5,1538.0,329.0,201.0,2050.0,285.5,29.5,92.5,1308.5,889.0,,,,2595.5,1969.5,307.0,2289.0,2807.5,2529.5,2388.0,2622.0,2762.0,2309.0,2388.0,2656.0,,,,,,,,,,,"Октябрьский проспект, 17Б, Россия"
6621,55.752587,37.604744,1213.0,1534.0,1958.0,1534.0,1506.0,967.0,2528.0,622.0,192.0,2475.0,566.0,1000.0,1024.0,1512.0,854.0,1814.5,988.5,888.0,762.5,2036.0,2677.0,2593.5,2050.0,1971.0,2818.0,2582.0,352.5,2130.0,,2707.0,2416.0,1502.0,2526.0,590.0,205.0,914.0,112.5,26.5,977.0,67.0,181.5,2388.0,2131.5,,,,,,,,,,,"улица Воздвиженка, 9, Москва, Россия"
6791,55.783367,37.59692,2156.0,2743.0,2805.0,2743.0,2805.0,656.0,35.0,1338.0,101.0,440.0,58.0,2552.0,693.0,911.0,664.0,2087.0,988.5,2186.5,762.5,1538.0,2215.5,2784.5,2050.0,1237.0,1087.0,2518.5,1727.0,2534.0,835.5,2616.0,1659.0,58.0,1677.0,515.0,603.0,72.0,849.5,1318.0,782.0,840.0,1446.5,418.5,1414.0,22.0,2.0,75.0,73.0,112.0,58.0,5.0,86.0,19.0,99.0,"Новослободская улица, 41, Москва, Россия"
7050,55.769884,37.668695,2817.0,2817.0,2731.0,2817.0,2760.0,1215.0,2449.0,1229.0,1594.5,1875.0,2039.0,1917.0,1893.5,1591.0,1544.0,869.0,988.5,888.0,1940.5,1538.0,1529.5,1867.0,2050.0,1237.0,2769.0,1335.5,846.0,2012.0,1441.5,1127.0,2337.0,103.0,687.0,1612.0,1312.0,959.0,2529.5,2388.0,1200.0,2393.5,1782.0,165.5,2656.0,74.0,47.0,86.0,51.0,92.0,15.0,44.0,33.0,72.0,91.0,"Новая Басманная улица, 37А, Москва, Россия"
8077,55.885494,37.604673,64.0,273.5,216.5,347.0,391.0,1895.5,2249.0,2756.5,2053.5,2711.5,2523.5,1214.5,2536.0,265.5,2565.5,1102.0,2341.5,2686.0,2508.0,2036.0,1245.0,670.0,1023.0,285.5,1087.0,611.5,2493.5,255.5,1441.5,243.0,,2749.5,168.5,436.0,1312.0,1313.0,1169.0,1318.0,2622.0,2499.0,2568.5,986.5,2131.5,32.0,68.0,25.0,21.0,14.0,89.0,81.0,41.0,76.0,40.0,"улица Пришвина, 23, Москва, Россия"
8146,55.7404227,37.4998806,734.5,570.5,802.5,835.5,611.5,1703.5,278.5,524.5,2331.0,514.5,634.5,1076.5,658.5,2617.5,2387.5,755.5,2341.5,2186.5,762.5,632.5,1331.5,2784.5,2050.0,285.5,255.5,1062.5,2740.5,,2006.0,1177.5,770.5,1912.5,1445.5,451.0,603.0,1926.5,1649.5,1700.0,1944.5,1769.5,2031.0,1773.5,2131.5,35.0,41.0,90.0,46.0,58.0,6.0,31.0,18.0,52.0,20.0,"улица Барклая (дублёр), 7 к1, Москва, Россия"
3053,55.789239,37.542994,1372.5,1217.5,1271.5,1222.5,1400.5,854.5,2601.5,504.0,2408.5,1779.5,1988.0,1261.5,2035.5,1130.5,2076.5,273.0,988.5,2686.0,762.5,632.5,527.5,670.0,2685.5,1237.0,532.0,340.0,923.0,,835.5,1203.5,1997.5,1575.5,1847.5,73.0,2289.0,2735.5,2529.5,1060.0,1898.0,2662.0,2165.5,2388.0,126.0,34.0,6.0,9.0,16.0,91.0,5.0,4.0,13.0,7.0,66.0,"улица Авиаконструктора Микояна, Москва, Россия"
3071,55.762166,37.681155,2817.0,2817.0,2731.0,2817.0,2760.0,1215.0,2449.0,1229.0,1594.5,1875.0,2039.0,1917.0,1893.5,1591.0,1544.0,755.5,988.5,888.0,1940.5,2036.0,1274.5,1504.5,2050.0,1971.0,2769.0,822.0,498.0,2012.0,1441.5,1127.0,2337.0,103.0,687.0,446.0,2289.0,1926.5,2529.5,1700.0,1278.0,2380.0,2031.0,1773.5,2656.0,74.0,47.0,86.0,51.0,92.0,15.0,44.0,33.0,72.0,91.0,"набережная Академика Туполева, 15 к2, Москва, Россия"
3126,55.804805,37.566234,266.0,488.0,315.0,454.5,391.0,2672.0,1134.0,1440.0,30.0,35.0,2216.0,1086.0,740.0,2125.0,1706.0,985.0,2341.5,2686.0,1940.5,2373.5,921.0,1137.0,2685.5,1237.0,1414.5,1335.5,1909.5,136.0,1441.5,1083.5,2516.5,2077.0,1986.0,41.0,1312.0,1670.0,2529.5,1700.0,2284.5,1641.5,2165.5,418.5,194.5,76.0,67.0,105.0,66.0,77.0,100.0,55.0,58.0,61.0,86.0,"2-я Хуторская улица, 38А с9, Москва, Россия"
3244,55.739894,37.615066,1041.0,1377.0,1377.0,1377.0,1171.0,1387.0,506.0,1551.0,2164.0,1318.0,1632.0,2429.0,838.0,788.0,1804.0,1911.5,988.5,888.0,762.5,632.5,1930.0,1867.0,2050.0,1971.0,1783.5,1801.5,313.5,2657.0,,2493.0,143.0,1139.0,2711.0,116.0,205.0,1113.0,1649.5,439.0,1259.5,395.0,895.0,2388.0,1414.0,,,,,,,,,,,"улица Большая Якиманка, 7, Москва, Россия"
3494,55.569311,37.576025,340.0,426.0,367.5,366.5,518.5,831.0,2700.0,2784.0,2331.0,116.5,2643.5,1362.0,2460.5,55.0,2367.0,1587.0,2341.5,888.0,2508.0,2373.5,790.5,201.0,259.5,798.5,1087.0,1266.0,2770.0,647.0,54.0,211.0,486.0,2783.0,1215.0,52.0,2289.0,356.0,629.0,1060.0,2622.0,159.5,1896.0,418.5,2656.0,15.0,7.0,24.0,17.0,2.0,31.0,32.0,24.0,15.0,18.0,"бульвар Дмитрия Донского, 2 к1, Москва, Россия"
