ap_mac,lat,lon,Количество_торговля_rank,Количество_бытовые_rank,Количество_общепит_rank,Количество_клубы_rank,Количество_медицина_rank,Выручка_торговля_rank,Прибыль_торговля_rank,Выручка_бытовые_rank,Прибыль_бытовые_rank,Выручка_общепит_rank,Прибыль_общепит_rank,Выручка_клубы_rank,Прибыль_клубы_rank,Выручка_медицина_rank,Прибыль_медицина_rank,barbers_rank,spa_rank,shoes_rank,jewelry_rank,foto_rank,riteil_rank,club_rank,med_rank,vet_rank,stomat_rank,alco_rank,shop_rank,crime_rank,danger_rank,houseprise_rank,houseparenda_rank,money_rank,people_rank,traffic_rank,toilet_rank,trash_rank,metro_rank,taxi_rank,auto_rank,light_rank,video_rank,keep_rank,arenda_rank,ЖКХ_ранг,Соседи_ранг,Условия для детей_ранг,Спорт и отдых_ранг,Магазины_ранг,Транспорт_ранг,Безопасность_ранг,Стоимость жизни_ранг,Чистота_ранг,Экология_ранг,Адрес
644831,55.87715253,37.54381721,80.5,138.0,46.0,86.5,324.0,259.5,1231.0,1654.5,1942.5,1722.5,2668.0,1832.0,2170.5,125.5,2623.0,1227.5,988.5,888.0,1940.5,632.5,753.5,1137.0,1023.0,798.5,754.0,947.5,2328.0,136.0,1441.5,372.0,984.0,2666.5,1635.5,2288.0,2289.0,983.0,2529.5,1700.0,2622.0,1498.0,1408.0,1773.5,294.5,82.0,100.0,61.0,93.0,88.0,101.0,99.0,106.0,69.0,80.0,"улица 800-летия Москвы, 12, Москва, Россия"
689114,55.87962265,37.57267908,40.0,45.0,46.0,41.0,37.5,866.0,71.0,1648.5,2489.0,399.5,2753.5,1177.0,2137.0,1072.0,2803.0,388.0,988.5,888.0,762.5,632.5,422.5,1137.0,259.5,285.5,754.0,329.5,352.5,119.0,2303.5,243.0,,2663.0,2299.0,2283.0,1312.0,2051.0,2529.5,1318.0,2622.0,2535.0,2676.0,1773.5,700.0,45.0,79.0,83.0,77.0,24.0,60.0,105.0,61.0,87.0,81.0,"Инженерная улица, 13, Москва, Россия"
616478,55.85971278,37.58705746,876.5,613.5,790.5,783.5,834.5,138.5,1643.5,1195.5,1975.0,57.5,474.0,771.5,944.5,2535.5,2458.5,1227.5,2769.5,2186.5,762.5,632.5,713.5,670.0,259.5,285.5,1783.5,334.0,886.0,338.5,1441.5,228.5,797.5,2095.5,81.5,2024.0,2289.0,1903.0,2529.5,1700.0,2622.0,2254.5,2309.0,1773.5,1414.0,36.0,87.0,32.0,57.0,8.0,52.0,90.0,56.0,35.0,78.0,"Алтуфьевское шоссе, 20А, Москва, Россия"
607504,55.83132391,37.5930094,152.5,145.0,195.0,96.0,123.0,686.0,2249.0,1411.0,25.0,2345.0,1418.0,1884.0,2222.0,2096.0,1675.0,1227.5,988.5,2186.5,762.5,632.5,567.0,201.0,1023.0,1971.0,2425.5,297.0,710.0,804.0,412.5,383.0,2573.0,2695.0,2590.0,1487.0,2289.0,1409.5,2529.5,1700.0,2622.0,2593.0,2309.0,2388.0,1414.0,9.0,11.0,27.0,85.0,68.0,39.0,3.0,2.0,2.0,2.0,"Большая Марфинская улица, 4, Москва, Россия"
606155,55.84528184,37.5818194,152.5,145.0,195.0,96.0,123.0,686.0,2249.0,1411.0,25.0,2345.0,1418.0,1884.0,2222.0,2096.0,1675.0,273.0,2341.5,888.0,762.5,632.5,675.0,670.0,1023.0,1237.0,1783.5,530.0,651.0,804.0,412.5,383.0,2573.0,2695.0,2590.0,1741.0,603.0,1903.0,1649.5,1700.0,1874.5,1601.5,2468.0,2388.0,700.0,9.0,11.0,27.0,85.0,68.0,39.0,3.0,2.0,2.0,2.0,"Гостиничная улица, 8 к1, Москва, Россия"
637196,55.84322341,37.57113744,329.0,602.0,458.0,523.0,334.0,2420.0,1143.0,1372.0,2032.0,2407.0,988.0,932.0,2148.5,2103.0,2520.0,388.0,2341.5,888.0,762.5,632.5,1058.5,1504.5,2050.0,1971.0,1783.5,658.0,1105.0,716.0,412.5,687.5,929.5,2188.0,1554.0,1735.0,1312.0,2495.5,2083.0,785.5,1874.5,1436.0,1963.0,2388.0,194.5,91.0,77.0,103.0,94.0,103.0,64.0,61.0,70.0,101.0,58.0,"Дмитровское шоссе (дублёр), 44 к1, Москва, Россия"
629807,55.74067927,37.5034058,734.5,570.5,802.5,835.5,611.5,1703.5,278.5,524.5,2331.0,514.5,634.5,1076.5,658.5,2617.5,2387.5,632.5,2341.5,2186.5,762.5,632.5,1028.0,2784.5,2050.0,285.5,255.5,837.5,2683.5,,2006.0,1177.5,770.5,1912.5,1445.5,2661.0,603.0,2151.5,1649.5,1700.0,1861.5,1894.0,2094.0,1773.5,1414.0,35.0,41.0,90.0,46.0,58.0,6.0,31.0,18.0,52.0,20.0,"улица Барклая (дублёр), Москва, Россия"
634022,55.74499231,37.51013773,734.5,570.5,802.5,835.5,611.5,1703.5,278.5,524.5,2331.0,514.5,634.5,1076.5,658.5,2617.5,2387.5,157.0,2341.5,888.0,762.5,1538.0,527.5,2593.5,1023.0,285.5,129.0,538.0,1365.0,,2006.0,1177.5,770.5,1912.5,1445.5,1038.0,1312.0,2582.5,1169.0,1700.0,1839.5,2347.0,2031.0,1773.5,700.0,35.0,41.0,90.0,46.0,58.0,6.0,31.0,18.0,52.0,20.0,"Багратионовский проезд, 3, Москва, Россия"
607723,55.77827325,37.51386919,1372.5,1217.5,1271.5,1222.5,1400.5,854.5,2601.5,504.0,2408.5,1779.5,1988.0,1261.5,2035.5,1130.5,2076.5,632.5,988.5,888.0,762.5,1538.0,300.0,670.0,2050.0,285.5,255.5,646.5,1471.5,,835.5,1203.5,1997.5,1575.5,1847.5,1409.0,1312.0,2682.0,183.5,677.0,2094.5,1668.5,2468.0,1773.5,126.0,34.0,6.0,9.0,16.0,91.0,5.0,4.0,13.0,7.0,66.0,"улица Зорге, 2, Москва, Россия"
689149,55.79283119,37.49547905,541.5,963.5,641.5,808.0,878.5,1971.5,646.5,1395.5,2530.5,1730.5,2078.5,840.5,1453.5,2633.5,2036.5,1354.0,2341.5,2186.5,762.5,632.5,1083.0,2319.5,1023.0,285.5,391.5,1235.5,2353.5,1129.5,2006.0,727.5,754.5,1937.5,652.5,2284.0,1312.0,1760.0,183.5,1700.0,2110.0,1925.5,1371.5,418.5,126.0,58.0,89.0,81.0,43.0,93.0,76.0,42.0,72.0,44.0,26.0,"улица Маршала Бирюзова, 10 к1, Москва, Россия"
636409,55.79630425,37.46179957,541.5,963.5,641.5,808.0,878.5,1971.5,646.5,1395.5,2530.5,1730.5,2078.5,840.5,1453.5,2633.5,2036.5,273.0,2769.5,888.0,762.5,632.5,329.0,1137.0,1023.0,285.5,391.5,225.0,184.0,1129.5,2006.0,727.5,754.5,1937.5,652.5,2203.0,2289.0,2334.5,2529.5,2388.0,2622.0,2531.0,2568.5,1773.5,1414.0,58.0,89.0,81.0,43.0,93.0,76.0,42.0,72.0,44.0,26.0,"улица Рогова, Москва, Россия"
644019,55.77953021,37.45387679,891.5,1032.5,835.0,1259.5,1021.0,2004.5,1730.5,704.5,1942.5,291.5,1528.5,749.5,2425.5,2420.5,2286.0,632.5,988.5,888.0,762.5,632.5,391.0,201.0,1023.0,285.5,391.5,233.5,1420.0,,54.0,1045.5,2050.5,1998.5,109.5,2046.0,2289.0,2212.5,2529.5,2388.0,2622.0,2490.0,1896.0,2388.0,1414.0,55.0,64.0,69.0,53.0,55.0,97.0,49.0,87.0,58.0,72.0,"проспект Маршала Жукова, 72, Москва, Россия"
688365,55.77298263,37.48629931,891.5,1032.5,835.0,1259.5,1021.0,2004.5,1730.5,704.5,1942.5,291.5,1528.5,749.5,2425.5,2420.5,2286.0,273.0,988.5,2806.0,762.5,1538.0,990.5,2158.5,1023.0,285.5,255.5,972.5,2375.5,,54.0,1045.5,2050.5,1998.5,109.5,2029.0,1312.0,808.0,2529.5,1700.0,2622.0,1256.5,2031.0,418.5,294.5,55.0,64.0,69.0,53.0,55.0,97.0,49.0,87.0,58.0,72.0,"улица Мнёвники, 11, Москва, Россия"
686178,55.76067145,37.51401809,891.5,1032.5,835.0,1259.5,1021.0,2004.5,1730.5,704.5,1942.5,291.5,1528.5,749.5,2425.5,2420.5,2286.0,157.0,988.5,888.0,762.5,632.5,79.0,670.0,1023.0,285.5,29.5,317.0,741.0,,54.0,1045.5,2050.5,1998.5,109.5,2377.0,2289.0,2718.0,2529.5,2388.0,2392.0,2563.0,2787.0,1773.5,294.5,55.0,64.0,69.0,53.0,55.0,97.0,49.0,87.0,58.0,72.0,"Шелепихинская набережная, 32 с1, Москва, Россия"
648023,55.75260414,37.52325915,2786.0,2786.0,2762.0,2786.0,2729.0,1161.0,2300.0,545.0,1394.0,494.0,474.0,2179.0,37.0,98.0,415.0,157.0,988.5,888.0,762.5,632.5,144.0,2158.5,1023.0,285.5,255.5,163.5,541.5,2043.0,1441.5,2003.0,2493.0,15.0,349.0,2279.0,2289.0,2682.0,2529.5,2388.0,2369.0,2356.5,2706.5,2388.0,700.0,67.0,16.0,85.0,52.0,109.0,40.0,10.0,79.0,45.0,93.0,"Мукомольный проезд, 7 к2, Москва, Россия"
629749,55.72334372,37.55800726,2581.0,2524.0,2524.0,2524.0,2331.0,2215.0,859.0,2329.0,566.0,759.0,1226.0,1606.0,249.0,503.0,203.0,388.0,988.5,888.0,762.5,2036.0,954.5,670.0,1023.0,1237.0,1414.5,263.0,166.5,1335.0,412.5,2208.0,1321.0,324.0,941.0,2525.0,1312.0,2569.5,1649.5,2388.0,1565.5,503.5,1141.0,2388.0,2656.0,79.0,18.0,52.0,20.0,111.0,85.0,6.0,42.0,26.0,83.0,"улица Хамовнический Вал, 38, Москва, Россия"
668401,55.71586328,37.53433965,554.0,1250.0,1143.0,1190.0,1601.5,1931.0,1181.0,1701.0,2518.0,2215.0,2097.0,1395.0,729.0,2510.0,1916.0,48.5,988.5,888.0,762.5,632.5,18.0,1137.0,1023.0,285.5,1783.5,21.0,4.0,821.0,412.5,1323.0,2638.0,1834.0,245.0,2026.0,1312.0,2772.0,2529.5,1700.0,2215.0,2680.0,2787.0,2725.5,2131.5,17.0,8.0,47.0,50.0,98.0,12.0,2.0,22.0,9.0,46.0,"Мичуринский проспект, 2, Москва, Россия"
649806,55.68367288,37.45315852,1310.5,503.0,630.5,490.0,440.5,2803.5,1623.5,1732.0,2611.0,562.5,1029.5,902.5,2425.5,1113.5,2093.5,632.5,2341.5,888.0,762.5,1538.0,567.0,2158.5,259.5,798.5,255.5,738.0,1794.5,387.0,2006.0,764.5,2689.5,1948.5,313.5,2316.0,1312.0,1875.0,2529.5,1700.0,2622.0,2188.0,2309.0,986.5,2131.5,62.0,76.0,88.0,112.0,96.0,107.0,77.0,94.0,62.0,76.0,"улица Наташи Ковшовой, 6, Москва, Россия"
658876,55.74125209,37.4177666,481.5,835.5,580.0,600.5,697.0,48.5,1080.5,483.5,2408.5,2653.5,2443.5,1856.5,2587.5,1163.5,1947.5,1102.0,2341.5,2186.5,762.5,1538.0,887.0,2820.0,259.5,798.5,255.5,1429.0,2726.5,213.0,835.5,643.5,2544.5,2119.5,205.5,1412.0,2289.0,1614.5,1649.5,1700.0,2139.5,1357.0,1488.5,986.5,700.0,106.0,65.0,80.0,90.0,86.0,87.0,75.0,100.0,78.0,52.0,"Ярцевская улица, 32, Москва, Россия"
646712,55.72350139,37.41094749,1445.5,824.5,1130.5,1245.5,845.5,1725.5,1097.5,1382.5,2489.0,1797.5,2266.5,859.5,1133.5,65.5,1697.5,869.0,988.5,2186.5,762.5,1538.0,990.5,2784.5,259.5,798.5,129.0,1189.0,1420.0,124.5,412.5,708.0,10.0,1814.5,276.5,2207.0,603.0,1164.0,2529.5,2388.0,2622.0,92.0,1530.0,1773.5,700.0,77.0,85.0,100.0,101.0,81.0,110.0,83.0,103.0,82.0,73.0,"улица Гришина, 23 к6, Москва, Россия"
669217,55.63711286,37.38695579,243.5,154.0,238.0,329.0,482.0,60.0,2182.0,2689.0,2679.5,13.0,16.0,2299.0,1116.0,307.0,2349.0,48.5,988.5,888.0,762.5,632.5,92.0,2447.5,1023.0,798.5,129.0,286.0,254.5,236.0,835.5,448.0,690.0,2588.0,386.0,2108.0,2289.0,2724.0,2529.5,2388.0,2622.0,2753.5,2754.0,2725.5,294.5,19.0,35.0,65.0,62.0,49.0,103.0,60.0,45.0,39.0,29.0,"Москва, Россия"
699074,55.63891289,37.34920761,134.5,79.5,148.5,71.5,204.5,2794.5,2725.5,2620.5,2278.5,1832.5,2135.5,645.5,2373.5,2409.5,2335.5,1227.5,2341.5,2186.5,2508.0,2036.0,391.0,2784.5,1023.0,798.5,29.5,349.5,2722.5,228.5,835.5,219.5,,2653.5,608.5,2189.0,2289.0,1460.5,2529.5,1318.0,2622.0,1747.5,922.5,418.5,2656.0,6.0,36.0,22.0,15.0,9.0,78.0,53.0,40.0,13.0,21.0,"улица Шолохова, 7, Москва, Россия"
406196,55.71575379,37.64637977,2287.5,1724.5,1599.5,2023.5,1874.0,2565.5,1421.5,342.5,902.5,1102.5,1858.5,485.5,549.5,1309.5,532.5,273.0,988.5,888.0,762.5,632.5,489.5,1504.5,1023.0,2645.5,1414.5,553.0,416.0,1669.5,2303.5,889.5,2166.5,1336.5,1336.5,1755.0,2289.0,2514.5,2529.5,2388.0,1783.0,2770.0,2647.5,2388.0,700.0,93.0,91.0,111.0,91.0,80.0,61.0,84.0,65.0,92.0,105.0,"2-й Павелецкий проезд, 2 с1, Москва, Россия"
699579,55.73459962,37.57969086,2581.0,2524.0,2524.0,2524.0,2331.0,2215.0,859.0,2329.0,566.0,759.0,1226.0,1606.0,249.0,503.0,203.0,2335.5,988.5,2186.5,2707.5,632.5,1859.5,1867.0,2685.5,1971.0,1087.0,1955.0,1420.0,1335.0,412.5,2208.0,1321.0,324.0,941.0,2652.0,205.0,615.0,2083.0,2388.0,203.0,1039.0,154.5,1773.5,2131.5,79.0,18.0,52.0,20.0,111.0,85.0,6.0,42.0,26.0,83.0,"улица Россолимо, 9А с3, Москва, Россия"
699578,55.73319355,37.57564848,2581.0,2524.0,2524.0,2524.0,2331.0,2215.0,859.0,2329.0,566.0,759.0,1226.0,1606.0,249.0,503.0,203.0,1354.0,988.5,888.0,2707.5,632.5,1548.0,1867.0,2685.5,1971.0,1087.0,1675.0,2449.5,1335.0,412.5,2208.0,1321.0,324.0,941.0,2442.0,205.0,1313.0,2083.0,2388.0,268.5,1737.0,388.5,2388.0,2131.5,79.0,18.0,52.0,20.0,111.0,85.0,6.0,42.0,26.0,83.0,"Большая Пироговская улица, 17 с3, Москва, Россия"
659670,55.70562367,37.56794906,275.5,1263.5,612.5,382.5,663.5,2772.5,620.5,1058.5,51.5,2235.5,2135.5,2589.5,2242.5,2589.5,1416.5,273.0,988.5,888.0,762.5,632.5,823.5,201.0,259.5,1971.0,1414.5,379.0,118.5,623.5,1441.5,1323.0,2638.0,1960.5,1594.5,2420.0,1312.0,2653.0,1649.5,1700.0,2622.0,2170.0,2165.5,2388.0,1414.0,59.0,17.0,39.0,10.0,62.0,2.0,26.0,71.0,18.0,33.0,"Ленинский проспект (дублёр), 38 к3, Москва, Россия"
634651,55.67131352,37.53088849,608.5,783.5,915.5,579.0,798.5,212.5,2154.5,1906.5,2304.5,1818.5,997.5,1167.5,1711.5,2579.5,1937.5,1911.5,988.5,888.0,762.5,632.5,855.0,1137.0,259.5,285.5,754.0,773.0,1195.5,185.5,835.5,1323.0,2638.0,2284.5,1500.5,1208.0,603.0,1614.5,2529.5,785.5,2622.0,1105.0,1782.0,165.5,2131.5,52.0,15.0,18.0,28.0,41.0,32.0,12.0,10.0,25.0,43.0,"улица Академика Пилюгина, 24, Москва, Россия"
644408,55.41231436,37.18965708,2.0,1.5,5.5,3.0,3.0,2820.0,2812.0,6.5,7.5,280.0,2643.5,11.5,11.5,1172.0,2839.0,273.0,988.5,888.0,762.5,632.5,111.0,201.0,259.5,285.5,29.5,63.0,43.5,1981.5,,,,2826.0,2830.0,1985.0,2289.0,2807.5,2529.5,2388.0,2622.0,2729.5,2754.0,2388.0,2656.0,,,,,,,,,,,"29, Россия"
669210,55.32231262,37.16143902,6.5,16.0,8.5,3.0,14.5,1232.5,2838.5,2830.5,2804.5,1813.5,2826.0,11.5,11.5,1170.5,2513.5,273.0,988.5,888.0,762.5,632.5,92.0,201.0,259.5,285.5,29.5,33.0,33.5,1966.5,,,,2812.5,2823.5,1713.0,2289.0,2807.5,2529.5,2388.0,2622.0,2793.0,2816.5,2388.0,2656.0,,,,,,,,,,,"Калужское шоссе, Россия"
644734,55.31696069,37.19263962,6.5,16.0,8.5,3.0,14.5,1232.5,2838.5,2830.5,2804.5,1813.5,2826.0,11.5,11.5,1170.5,2513.5,48.5,988.5,888.0,762.5,632.5,101.5,201.0,259.5,285.5,29.5,24.5,19.5,1966.5,,,,2812.5,2823.5,1861.0,2289.0,2807.5,2529.5,2388.0,2622.0,2830.0,2816.5,2725.5,2656.0,,,,,,,,,,,Россия
607738,55.83179382,37.641443,366.0,338.0,367.5,403.0,307.0,147.0,2626.0,1752.0,1497.0,2636.0,656.0,794.0,2200.5,2626.0,10.0,48.5,988.5,2186.5,762.5,632.5,489.5,1137.0,1023.0,1237.0,2425.5,166.0,75.5,789.0,412.5,748.0,429.0,2515.0,2458.0,2113.0,205.0,2265.5,1169.0,2388.0,2188.5,1368.0,1586.0,2388.0,2131.5,25.0,46.0,70.0,37.0,107.0,11.0,68.0,99.0,17.0,23.0,"улица Сергея Эйзенштейна, 6, Москва, Россия"
606048,55.89183311,37.61862595,64.0,273.5,216.5,347.0,391.0,1895.5,2249.0,2756.5,2053.5,2711.5,2523.5,1214.5,2536.0,265.5,2565.5,755.5,988.5,2686.0,762.5,632.5,887.0,670.0,1023.0,285.5,1414.5,391.0,1875.0,255.5,1441.5,243.0,,2749.5,168.5,2084.0,2289.0,1409.5,2529.5,2388.0,2622.0,2371.5,2733.0,986.5,2131.5,32.0,68.0,25.0,21.0,14.0,89.0,81.0,41.0,76.0,40.0,"улица Лескова, 32, Москва, Россия"
406593,55.87560213,37.66817728,1299.0,731.0,410.0,579.0,408.0,711.0,2232.0,1812.0,260.0,474.0,2803.0,1148.5,2200.5,1444.0,2623.0,1227.5,2341.5,888.0,762.5,1538.0,489.5,1137.0,1023.0,798.5,1087.0,391.0,2304.0,279.0,2006.0,514.0,2564.0,2400.0,1491.0,1802.0,2289.0,25.0,1169.0,1700.0,2139.5,2152.5,2094.0,986.5,1414.0,43.0,53.0,33.0,11.0,34.0,24.0,34.0,14.0,36.0,11.0,"Староватутинский проезд, 12 с19, Москва, Россия"
636066,55.63825157,37.59845768,316.0,480.0,285.5,259.5,204.5,166.0,1212.0,1405.0,2463.0,2724.0,2197.0,1148.5,2564.0,1080.5,2722.0,1354.0,988.5,2186.5,1940.5,1538.0,990.5,1137.0,259.5,798.5,532.0,979.0,2642.5,97.0,1441.5,478.5,1575.5,2320.0,643.0,2635.0,2289.0,1692.0,1649.5,2388.0,2622.0,75.0,1221.5,1773.5,700.0,11.0,23.0,16.0,12.0,38.0,21.0,21.0,8.0,14.0,10.0,"2 к201, Москва, Россия"
635784,55.64478162,37.67011746,533.5,402.5,486.5,241.0,291.0,173.5,2223.5,2529.5,1502.5,2196.5,2690.0,1092.5,2492.0,2380.5,1956.5,506.5,2341.5,888.0,762.5,1538.0,391.0,670.0,259.5,1237.0,391.5,453.0,313.5,244.5,1441.5,259.5,2312.5,2259.5,1614.5,2165.0,603.0,1973.0,2529.5,2388.0,2622.0,2474.0,1371.5,1773.5,1414.0,39.0,45.0,48.0,83.0,104.0,7.0,25.0,84.0,20.0,68.0,"Каширское шоссе, 56 к2, Москва, Россия"
607798,55.62685135,37.65647924,921.5,338.0,714.5,438.5,251.0,2814.5,1689.5,1982.5,2804.5,1807.5,1433.5,661.5,2242.5,2739.5,2309.5,506.5,988.5,888.0,1940.5,632.5,359.0,201.0,259.5,1237.0,255.5,359.5,1249.5,97.0,1441.5,259.5,2312.5,2389.5,324.5,2577.0,2289.0,1138.5,1169.0,1700.0,2622.0,358.0,1841.5,986.5,1414.0,80.0,101.0,96.0,106.0,94.0,99.0,97.0,55.0,83.0,51.0,"Бакинская улица, 4, Москва, Россия"
605368,55.62299288,37.64892873,921.5,338.0,714.5,438.5,251.0,2814.5,1689.5,1982.5,2804.5,1807.5,1433.5,661.5,2242.5,2739.5,2309.5,273.0,988.5,888.0,762.5,632.5,188.0,201.0,259.5,1237.0,255.5,194.5,233.0,97.0,1441.5,259.5,2312.5,2389.5,324.5,686.0,2289.0,1377.0,2529.5,2388.0,2622.0,2405.0,2468.0,986.5,700.0,80.0,101.0,96.0,106.0,94.0,99.0,97.0,55.0,83.0,51.0,"Севанская улица, 21 к3, Москва, Россия"
676352,55.62604111,37.61498647,316.0,480.0,285.5,259.5,204.5,166.0,1212.0,1405.0,2463.0,2724.0,2197.0,1148.5,2564.0,1080.5,2722.0,755.5,988.5,888.0,762.5,2036.0,300.0,670.0,259.5,1237.0,532.0,205.5,1544.0,97.0,1441.5,478.5,1575.5,2320.0,643.0,1293.0,2289.0,2051.0,849.5,2388.0,1883.0,2415.0,2031.0,1773.5,2131.5,11.0,23.0,16.0,12.0,38.0,21.0,21.0,8.0,14.0,10.0,"Варшавское шоссе (дублёр), 126, Москва, Россия"
692611,55.61147003,37.59617588,395.0,426.0,421.0,424.0,204.5,203.0,2103.0,1304.0,1680.0,2338.0,963.0,802.0,2734.0,279.0,2644.0,2004.5,988.5,2186.5,762.5,1538.0,823.5,670.0,259.5,285.5,1087.0,668.5,2780.5,290.0,2142.5,478.5,1575.5,2523.0,624.0,2013.0,2289.0,1283.5,183.5,2388.0,2304.0,139.0,1256.5,165.5,2656.0,46.0,102.0,66.0,56.0,71.0,56.0,93.0,74.0,55.0,65.0,"улица Красного Маяка, 3, Москва, Россия"
676996,55.61302042,37.59051738,395.0,426.0,421.0,424.0,204.5,203.0,2103.0,1304.0,1680.0,2338.0,963.0,802.0,2734.0,279.0,2644.0,1470.0,2341.5,888.0,762.5,1538.0,790.5,670.0,259.5,285.5,1087.0,599.0,1727.0,290.0,2142.5,478.5,1575.5,2523.0,624.0,1829.0,2289.0,1068.0,2529.5,2388.0,2622.0,124.5,1714.5,165.5,2656.0,46.0,102.0,66.0,56.0,71.0,56.0,93.0,74.0,55.0,65.0,"улица Красного Маяка, 12, Москва, Россия"
698699,55.63872019,37.53668714,1556.5,975.5,815.5,1159.5,1043.5,1880.5,607.5,1929.0,2267.5,540.5,975.5,673.5,2001.5,2760.5,2367.0,632.5,988.5,888.0,762.5,632.5,454.5,670.0,259.5,285.5,391.5,428.5,1875.0,405.5,412.5,626.0,1528.0,1925.5,183.5,1636.0,2289.0,849.0,2529.5,2388.0,2215.0,282.0,2094.0,986.5,2131.5,24.0,54.0,29.0,25.0,15.0,38.0,51.0,54.0,46.0,8.0,"улица Миклухо-Маклая, 38, Москва, Россия"
686154,55.65948409,37.56434899,1335.0,1184.0,887.0,694.5,1021.0,1490.0,662.0,1450.0,2586.5,144.0,115.0,2728.0,2618.5,77.0,2051.0,985.0,988.5,2838.5,762.5,1538.0,489.5,670.0,259.5,285.5,1087.0,530.0,1308.5,,1441.5,1068.0,2532.0,1593.0,664.0,1730.0,2289.0,1344.0,2529.5,1700.0,2027.0,643.5,2647.5,986.5,2131.5,21.0,42.0,64.0,84.0,84.0,71.0,37.0,97.0,30.0,49.0,"улица Каховка, 26, Москва, Россия"
406597,55.68004215,37.51358889,608.5,783.5,915.5,579.0,798.5,212.5,2154.5,1906.5,2304.5,1818.5,997.5,1167.5,1711.5,2579.5,1937.5,869.0,988.5,888.0,762.5,632.5,990.5,1137.0,259.5,285.5,1087.0,837.5,1794.5,185.5,835.5,1323.0,2638.0,2284.5,1500.5,2012.0,1312.0,2212.5,265.0,1700.0,2622.0,1790.5,2415.0,1773.5,2131.5,52.0,15.0,18.0,28.0,41.0,32.0,12.0,10.0,25.0,43.0,"улица Кравченко, 24/35, Москва, Россия"
605365,55.68247286,37.52355696,608.5,783.5,915.5,579.0,798.5,212.5,2154.5,1906.5,2304.5,1818.5,997.5,1167.5,1711.5,2579.5,1937.5,985.0,988.5,888.0,762.5,632.5,567.0,201.0,259.5,285.5,754.0,1049.0,1875.0,185.5,835.5,1323.0,2638.0,2284.5,1500.5,1945.0,1312.0,1580.5,2529.5,2388.0,2622.0,1940.0,2309.0,165.5,2131.5,52.0,15.0,18.0,28.0,41.0,32.0,12.0,10.0,25.0,43.0,"улица Марии Ульяновой, 14, Москва, Россия"
677914,55.66500245,37.6036388,463.5,338.0,394.0,392.5,117.5,10.5,1653.5,736.5,1442.5,2825.5,25.5,1330.5,2222.0,1145.5,2153.5,506.5,988.5,888.0,762.5,2036.0,226.0,1137.0,259.5,1971.0,391.5,428.5,846.0,350.5,412.5,889.5,2166.5,2449.5,1895.5,2344.0,2289.0,2075.0,629.0,2388.0,2243.0,2127.5,1963.0,1773.5,700.0,53.0,78.0,62.0,71.0,37.0,16.0,47.0,113.0,22.0,36.0,"Нахимовский проспект, 8, Москва, Россия"
634697,55.71527203,37.72948795,404.0,382.0,285.5,454.5,274.0,1954.0,1071.0,2666.0,2355.0,2625.5,2180.0,2323.0,1125.0,2683.0,2698.0,273.0,988.5,888.0,762.5,632.5,454.5,670.0,259.5,1237.0,1087.0,231.0,710.0,13.0,1441.5,392.5,1122.5,2197.0,1161.0,1362.0,1312.0,2425.0,429.5,2388.0,2266.5,2417.0,2309.0,1773.5,194.5,54.0,96.0,58.0,74.0,44.0,50.0,107.0,51.0,80.0,89.0,"Люблинская улица, 5 к1, Москва, Россия"
605369,55.71483407,37.75666804,1413.0,797.5,749.0,694.5,552.5,1962.0,1314.0,235.0,1690.0,372.0,1515.0,2144.0,1920.0,38.0,2140.0,1102.0,2769.5,2186.5,762.5,632.5,391.0,670.0,259.5,285.5,1783.5,215.5,651.0,742.0,2142.5,291.0,2660.0,2299.0,727.0,2524.0,2289.0,1223.5,2529.5,2388.0,2163.0,2413.0,2772.0,1773.5,294.5,105.0,105.0,76.0,99.0,50.0,88.0,111.0,83.0,106.0,95.0,"Окская улица (дублёр), 5 к3, Москва, Россия"
688352,55.74519378,37.79182784,443.5,273.5,268.5,146.5,158.5,230.5,2103.0,1793.5,2053.5,391.5,2803.0,1235.5,2118.5,2341.5,731.5,632.5,988.5,2186.5,2707.5,2373.5,391.0,670.0,1023.0,798.5,532.0,686.5,1936.0,1012.5,1441.5,122.0,2704.5,2613.5,1196.5,2057.0,2289.0,1806.5,629.0,1060.0,1889.0,1150.0,2365.0,2388.0,294.5,69.0,48.0,21.0,35.0,7.0,29.0,78.0,69.0,71.0,56.0,"Перовская улица, 58, Москва, Россия"
682780,55.75203041,37.78075609,2093.0,1006.5,1251.0,914.0,996.0,1986.0,1285.0,723.0,1704.0,2356.0,1736.0,598.0,2492.0,2359.0,2324.0,1706.5,2341.5,2806.0,2707.5,2036.0,675.0,1504.5,1023.0,798.5,754.0,1244.5,2578.5,907.0,2142.5,277.0,909.0,2135.0,262.0,2146.0,603.0,892.0,629.0,1060.0,1703.0,303.5,1586.0,986.5,57.0,96.0,82.0,87.0,67.0,69.0,62.0,86.0,90.0,94.0,54.0,"1-я Владимирская улица, 32 к3 с7, Москва, Россия"
