ap_mac,lat,lon,Субъект
3087D923E0A0,55.71165084838867,37.607017517089844,Даниловский
EC8CA2101280,55.74855041503906,37.584285736083984,Арбат
EC58EA1341F0,55.710838317871094,37.61928939819336,Даниловский
1CB9C426A790,55.74040603637695,37.63480758666992,Замоскворечье
EC8CA213BC30,55.715816497802734,37.57756042480469,Хамовники
EC8CA215F050,55.74181365966797,37.593929290771484,Хамовники
1CB9C426A360,55.732704162597656,37.62419891357422,Якиманка
EC8CA2100890,55.752288818359375,37.59450912475586,Арбат
3087D923DF90,55.71028137207031,37.60573959350586,Донской
441E98145CC0,55.72378158569336,37.65642166137695,Даниловский
EC8CA20E6A20,55.744972229003906,37.54948043823242,Дорогомилово
0CF4D52C5800,55.73420715332031,37.593204498291016,Хамовники
1CB9C429B000,55.73567581176758,37.671573638916016,Таганский
3420E3178E20,55.75042724609375,37.578857421875,Арбат
EC8CA22EB360,55.74847412109375,37.56448745727539,Дорогомилово
EC8CA21018B0,55.74506378173828,37.63258743286133,Замоскворечье
EC8CA213AF20,55.747440338134766,37.612239837646484,Тверской
1CB9C426D460,55.71109390258789,37.58659744262695,Донской
F03E9018FCC0,55.746307373046875,37.56206512451172,Дорогомилово
0CF4D52C4D80,55.710453033447266,37.62226867675781,Даниловский
1CB9C424B3D0,55.73633575439453,37.6317138671875,Замоскворечье
EC8CA20F0210,55.74903106689453,37.59469223022461,Арбат
0CF4D52BCB50,55.74460983276367,37.60129928588867,Хамовники
1CB9C42507C0,55.739402770996094,37.63343811035156,Замоскворечье
0CF4D52BB690,55.74700927734375,37.641380310058594,Таганский
0CF4D52D2B70,55.73289108276367,37.65861129760742,Таганский
EC8CA212FF20,55.73942184448242,37.580528259277344,Хамовники
1CB9C4301680,55.7514533996582,37.536888122558594,Пресненский
3087D91F7A00,55.71428298950195,37.596458435058594,Донской
EC8CA20F1620,55.72560119628906,37.607234954833984,Якиманка
EC8CA21007D0,55.740455627441406,37.66142272949219,Таганский
EC8CA2138D10,55.710205078125,37.59928512573242,Донской
EC8CA213AA50,55.74956512451172,37.62382888793945,Тверской
F03E90190250,55.75157165527344,37.597896575927734,Арбат
0CF4D52BBC50,55.72378921508789,37.562225341796875,Хамовники
0CF4D52C3960,55.732234954833984,37.62028121948242,Якиманка
1CB9C429DD20,55.731834411621094,37.6116943359375,Якиманка
EC8CA22EB300,55.71131896972656,37.60535430908203,Донской
1CB9C426E9A0,55.749168395996094,37.608482360839844,Хамовники
EC8CA212E0E0,55.74763107299805,37.65999221801758,Таганский
1CB9C426D350,55.74736785888672,37.629783630371094,Замоскворечье
3087D923D710,55.735626220703125,37.666419982910156,Таганский
1CB9C4269650,55.7379150390625,37.616050720214844,Якиманка
EC8CA20F37F0,55.734676361083984,37.60246658325195,Якиманка
EC8CA2139650,55.747310638427734,37.63991928100586,Таганский
0CF4D52D2B80,55.71204376220703,37.60993194580078,Даниловский
1CB9C424E0D0,55.752540588378906,37.60995101928711,Арбат
184B0D1FAB20,55.71945571899414,37.61381912231445,Даниловский
0CF4D52C5730,55.72678756713867,37.609039306640625,Якиманка
EC8CA20FFFA0,55.73149108886719,37.66352844238281,Таганский
EC8CA215EE70,55.74730682373047,37.55635452270508,Дорогомилово
EC8CA2160500,55.731082916259766,37.62173843383789,Якиманка
EC8CA22D6970,55.71109390258789,37.658111572265625,Даниловский
EC8CA22EA930,55.711631774902344,37.60604476928711,Донской
0CF4D52B9320,55.737083435058594,37.63105392456055,Замоскворечье
EC8CA20FFCB0,55.73149108886719,37.66352844238281,Таганский
184B0D1FA910,55.73668670654297,37.59135437011719,Хамовники
EC8CA2131AA0,55.709129333496094,37.6607780456543,Даниловский
0CF4D52BB140,55.726844787597656,37.62747573852539,Замоскворечье
0CF4D52BD430,55.73162841796875,37.668540954589844,Таганский
EC8CA212E050,55.71560287475586,37.66063690185547,Даниловский
0CF4D52BB780,55.74514389038086,37.6187744140625,Якиманка
1CB9C426E430,55.73054885864258,37.64242935180664,Замоскворечье
441E98142CC0,55.73001480102539,37.6595573425293,Таганский
1CB9C424B050,55.74118423461914,37.62638473510742,Замоскворечье
0CF4D52BCA30,55.733665466308594,37.657527923583984,Таганский
60D02C236F60,55.74728012084961,37.57585525512695,Арбат
EC8CA2100700,55.75005340576172,37.62479782104492,Тверской
EC8CA215EA40,55.744327545166016,37.649818420410156,Таганский
0CF4D52BBD90,55.72972869873047,37.625091552734375,Замоскворечье
1CB9C429B510,55.7301139831543,37.6143913269043,Якиманка
0CF4D52C5540,55.737064361572266,37.63105392456055,Замоскворечье
1CB9C429AB70,55.73060607910156,37.57711410522461,Хамовники
EC8CA212EFE0,55.75103759765625,37.658905029296875,Таганский
3420E31784F0,55.75206756591797,37.624183654785156,Тверской
EC8CA20FFF70,55.74881362915039,37.56209945678711,Дорогомилово
EC8CA212E0D0,55.75103759765625,37.658905029296875,Таганский
EC8CA22EFCE0,55.74814987182617,37.681488037109375,Таганский
0CF4D52B92E0,55.7493782043457,37.56379318237305,Дорогомилово
0CF4D52BB470,55.720611572265625,37.60558319091797,Якиманка
0CF4D52C4DC0,55.72639083862305,37.5789909362793,Хамовники
0CF4D52C5500,55.73567581176758,37.671573638916016,Таганский
1CB9C42696C0,55.738101959228516,37.59552764892578,Хамовники
1CB9C426E140,55.744468688964844,37.63475036621094,Замоскворечье
EC8CA22EB3A0,55.711326599121094,37.605369567871094,Донской
EC8CA22EF770,55.70838165283203,37.658729553222656,Даниловский
1CB9C424B490,55.74626159667969,37.606483459472656,Хамовники
EC8CA2101380,55.75046157836914,37.64796829223633,Таганский
1CB9C429DE90,55.752288818359375,37.5944938659668,Арбат
3420E3178E00,55.71420669555664,37.647220611572266,Даниловский
EC8CA20D1620,55.73011779785156,37.557071685791016,Хамовники
EC8CA20E6A10,55.7426872253418,37.57771301269531,Хамовники
1CB9C426B090,55.73378372192383,37.62451171875,Замоскворечье
0CF4D52BB220,55.748504638671875,37.610069274902344,Хамовники
0CF4D52D2FB0,55.74264907836914,37.615936279296875,Якиманка
EC8CA21016F0,55.74854278564453,37.58428955078125,Арбат
EC8CA22EC1D0,55.74749755859375,37.55725860595703,Дорогомилово
1CB9C429BDE0,55.728904724121094,37.558692932128906,Хамовники
3087D91F83D0,55.72764587402344,37.614166259765625,Якиманка
EC8CA2100770,55.74859619140625,37.59132766723633,Арбат
1CB9C429B040,55.71211624145508,37.60852813720703,Даниловский
1CB9C429D8A0,55.75232696533203,37.61284637451172,Тверской
EC8CA20F3BE0,55.73431396484375,37.6166877746582,Якиманка
1CB9C426A7A0,55.735286712646484,37.62791442871094,Замоскворечье
1CB9C424B1D0,55.74283218383789,37.630741119384766,Замоскворечье
1CB9C429AD60,55.74269485473633,37.65400314331055,Таганский
EC8CA212DD30,55.720428466796875,37.61848449707031,Замоскворечье
EC8CA2139CA0,55.74943542480469,37.63241958618164,Таганский
EC8CA22E88A0,55.74714279174805,37.582969665527344,Арбат
F03E90192B40,55.73220443725586,37.63751220703125,Замоскворечье
1CB9C424BAD0,55.734867095947266,37.61939239501953,Якиманка
EC58EA199C20,55.70942687988281,37.606082916259766,Донской
EC8CA2139130,55.7417106628418,37.586700439453125,Хамовники
0CF4D52D09C0,55.740631103515625,37.656002044677734,Таганский
1CB9C426E520,55.73054885864258,37.64242935180664,Замоскворечье
0CF4D52B8EA0,55.72275161743164,37.575077056884766,Хамовники
1CB9C429DDB0,55.72098922729492,37.6038818359375,Якиманка
1CB9C43094B0,55.752288818359375,37.61268997192383,Тверской
EC8CA213A260,55.72162628173828,37.567909240722656,Хамовники
EC8CA212EFC0,55.72787857055664,37.6531867980957,Даниловский
EC8CA2131B60,55.71585464477539,37.66088104248047,Даниловский
EC8CA20F4600,55.747047424316406,37.62611389160156,Замоскворечье
EC8CA213BC10,55.740455627441406,37.661407470703125,Таганский
184B0D1FA8C0,55.70803451538086,37.61077117919922,Даниловский
1CB9C43096A0,55.74106216430664,37.5764045715332,Хамовники
EC8CA21013C0,55.73463439941406,37.56536102294922,Хамовники
EC8CA2160640,55.73444747924805,37.61235046386719,Якиманка
0CF4D52BD250,55.72152328491211,37.6218376159668,Замоскворечье
1CB9C429D090,55.73326110839844,37.63895797729492,Замоскворечье
1CB9C426C670,55.74861526489258,37.628849029541016,Замоскворечье
1CB9C4308E30,55.73986053466797,37.626033782958984,Замоскворечье
1CB9C426F180,55.73974609375,37.66507339477539,Таганский
0CF4D52BB020,55.73129653930664,37.665287017822266,Южнопортовый
3087D91F81C0,55.71426773071289,37.59641647338867,Донской
1CB9C4308FA0,55.7412109375,37.63771057128906,Замоскворечье
3087D91F8350,55.748233795166016,37.570621490478516,Дорогомилово
EC8CA2100D10,55.74358367919922,37.54526138305664,Дорогомилово
EC8CA22EFEF0,55.74041748046875,37.646610260009766,Таганский
0CF4D52B93B0,55.73133087158203,37.58002471923828,Хамовники
3420E3179200,55.73977279663086,37.56717300415039,Дорогомилово
8CFE74212B70,55.72678756713867,37.6103630065918,Якиманка
EC8CA20F3BF0,55.7392578125,37.5487060546875,Дорогомилово
1CB9C429B4B0,55.73472595214844,37.59811782836914,Хамовники
0CF4D52BD5E0,55.73399353027344,37.657264709472656,Таганский
1CB9C424F1A0,55.7321891784668,37.6402702331543,Замоскворечье
EC8CA20F3D30,55.75180435180664,37.58279800415039,Арбат
3087D923DBF0,55.72800827026367,37.65378952026367,Даниловский
1CB9C429BF90,55.74118423461914,37.63766098022461,Замоскворечье
EC8CA20FDF80,55.75217819213867,37.63493728637695,Таганский
F03E90192C20,55.74169921875,37.62843704223633,Замоскворечье
EC8CA20E6700,55.747310638427734,37.63991928100586,Таганский
1CB9C429DDD0,55.72353744506836,37.565338134765625,Хамовники
F03E90192FB0,55.72529983520508,37.56325149536133,Хамовники
0CF4D52BAE60,55.711341857910156,37.61221694946289,Даниловский
EC8CA20D1FA0,55.724796295166016,37.60605239868164,Якиманка
0CF4D52C5930,55.72885513305664,37.564552307128906,Хамовники
EC8CA20D2220,55.740684509277344,37.63798141479492,Замоскворечье
1CB9C426C080,55.74100112915039,37.6236686706543,Якиманка
EC8CA20D2830,55.745635986328125,37.6298942565918,Замоскворечье
0CF4D52BDA80,55.70867156982422,37.65720748901367,Даниловский
EC8CA213B340,55.737770080566406,37.63469314575195,Замоскворечье
EC8CA21600E0,55.74264907836914,37.615936279296875,Якиманка
1CB9C426AA40,55.75313949584961,37.58657455444336,Арбат
3087D91F6910,55.738677978515625,37.58511734008789,Хамовники
3420E31784C0,55.72743225097656,37.64460372924805,Замоскворечье
EC8CA22F02F0,55.74372482299805,37.65455627441406,Таганский
0CF4D52D12E0,55.7461051940918,37.56409454345703,Дорогомилово
EC8CA20D1940,55.72477722167969,37.60603713989258,Якиманка
EC8CA22EE050,55.75188446044922,37.64092254638672,Таганский
1CB9C426B0A0,55.747711181640625,37.628273010253906,Замоскворечье
1CB9C429AA30,55.74311828613281,37.63220977783203,Замоскворечье
EC8CA2160150,55.749473571777344,37.56535720825195,Дорогомилово
EC8CA22EB290,55.7195930480957,37.62227249145508,Даниловский
1CB9C4308FF0,55.74614334106445,37.681396484375,Таганский
8CFE74216190,55.7327880859375,37.555511474609375,Дорогомилово
EC8CA212EEE0,55.74864959716797,37.55967330932617,Дорогомилово
EC8CA20D1AC0,55.7190055847168,37.60403060913086,Донской
EC8CA20FFE30,55.713932037353516,37.589263916015625,Донской
EC8CA213C540,55.72529983520508,37.578758239746094,Хамовники
3420E31783E0,55.74451446533203,37.55705261230469,Дорогомилово
EC8CA20F06A0,55.71162414550781,37.60604476928711,Донской
0CF4D52BCB70,55.739688873291016,37.59136199951172,Хамовники
1CB9C426A970,55.731719970703125,37.62410354614258,Якиманка
3420E3174920,55.73428726196289,37.67813491821289,Таганский
EC8CA22EE130,55.75265121459961,37.6258544921875,Тверской
0CF4D52BBB90,55.749210357666016,37.58238220214844,Арбат
1CB9C429D8F0,55.73653793334961,37.61750030517578,Якиманка
0CF4D52B9290,55.75098419189453,37.60078430175781,Арбат
0CF4D52D0980,55.73294448852539,37.60104751586914,Якиманка
1CB9C424BDA0,55.738101959228516,37.59552764892578,Хамовники
1CB9C426D6E0,55.75252914428711,37.58659744262695,Арбат
EC58EA1961E0,55.70455551147461,37.61294174194336,Донской
EC8CA22F0300,55.74654006958008,37.57225036621094,Дорогомилово
F03E90191260,55.7431755065918,37.628448486328125,Замоскворечье
8CFE742129D0,55.72781753540039,37.63189697265625,Замоскворечье
EC8CA22F0690,55.72199249267578,37.561527252197266,Хамовники
F03E90192CE0,55.7344970703125,37.59623336791992,Хамовники
0CF4D52C3970,55.738677978515625,37.64824676513672,Таганский
EC8CA20F0D00,55.74541091918945,37.656009674072266,Таганский
441E98142CA0,55.73225021362305,37.671485900878906,Таганский
8CFE74212780,55.718868255615234,37.662994384765625,Даниловский
1CB9C4269770,55.73457336425781,37.60274124145508,Якиманка
EC8CA22EB3D0,55.74989318847656,37.56684112548828,Дорогомилово
1CB9C43095F0,55.73191452026367,37.66767120361328,Таганский
EC8CA20F02C0,55.7391357421875,37.62820816040039,Замоскворечье
EC8CA20F0A60,55.735713958740234,37.639732360839844,Замоскворечье
1CB9C4269210,55.749359130859375,37.6077766418457,Хамовники
1CB9C426D930,55.74641036987305,37.609989166259766,Хамовники
EC8CA20F0670,55.74345779418945,37.59780502319336,Хамовники
0CF4D52BBC00,55.71722412109375,37.57986831665039,Хамовники
EC8CA213A460,55.74441146850586,37.6025505065918,Хамовники
1CB9C4267910,55.73974609375,37.66507339477539,Таганский
3087D9264640,55.709041595458984,37.60177993774414,Донской
EC8CA2139D50,55.7469367980957,37.6558952331543,Таганский
EC8CA213BC50,55.7170524597168,37.593658447265625,Донской
F03E90193AE0,55.744972229003906,37.549495697021484,Дорогомилово
1CB9C42690F0,55.743896484375,37.62783432006836,Замоскворечье
1CB9C4309560,55.74468994140625,37.637237548828125,Замоскворечье
8CFE742160D0,55.71808624267578,37.662986755371094,Даниловский
8CFE7421D820,55.72697067260742,37.61650466918945,Замоскворечье
EC8CA22F0350,55.72964096069336,37.586265563964844,Хамовники
F03E90190100,55.71052551269531,37.58571243286133,Донской
0CF4D52BB0A0,55.70747756958008,37.5768928527832,Гагаринский
1CB9C424B110,55.738101959228516,37.59552764892578,Хамовники
1CB9C426BA50,55.737388610839844,37.648799896240234,Таганский
1CB9C426A810,55.73785400390625,37.628318786621094,Замоскворечье
1CB9C429B560,55.72797775268555,37.56007766723633,Хамовники
3420E3178540,55.75042724609375,37.578857421875,Арбат
1CB9C4250CD0,55.740631103515625,37.621177673339844,Якиманка
1CB9C426A840,55.71053695678711,37.58570861816406,Донской
3420E31747F0,55.73133087158203,37.606807708740234,Якиманка
3087D91F83C0,55.71348571777344,37.598548889160156,Донской
3420E31786B0,55.711551666259766,37.66518020629883,Даниловский
EC8CA22EA820,55.741966247558594,37.577613830566406,Хамовники
1CB9C429DEA0,55.735225677490234,37.59394454956055,Хамовники
0CF4D52BD500,55.74169921875,37.6544189453125,Таганский
1CB9C429C630,55.742618560791016,37.540931701660156,Дорогомилово
8CFE74216170,55.71806335449219,37.6625862121582,Даниловский
EC8CA20D9010,55.7170524597168,37.593658447265625,Донской
EC8CA212F420,55.74075698852539,37.58340072631836,Хамовники
0CF4D52C5670,55.74386978149414,37.678096771240234,Таганский
EC8CA20D9950,55.74266815185547,37.67621994018555,Таганский
0CF4D52BDB00,55.74602127075195,37.55990982055664,Дорогомилово
441E98142290,55.74791717529297,37.57316207885742,Дорогомилово
8CFE7421D870,55.7327880859375,37.555511474609375,Дорогомилово
0CF4D52BBAB0,55.74991226196289,37.58246612548828,Арбат
3420E3178F30,55.71236801147461,37.66514205932617,Даниловский
EC8CA20F0720,55.73926544189453,37.54872131347656,Дорогомилово
EC8CA20FEEF0,55.74943542480469,37.63241958618164,Таганский
0CF4D52BBF70,55.74899673461914,37.648624420166016,Таганский
1CB9C426D0E0,55.74921798706055,37.59082794189453,Арбат
EC8CA22F0320,55.716339111328125,37.60212707519531,Донской
0CF4D52BB560,55.74371337890625,37.65455627441406,Таганский
184B0D1FB530,55.75233459472656,37.64701461791992,Таганский
1CB9C429B580,55.726722717285156,37.58031463623047,Хамовники
EC8CA213C700,55.746578216552734,37.55165100097656,Дорогомилово
0CF4D52BD9A0,55.716339111328125,37.60212707519531,Донской
1CB9C424B8B0,55.742820739746094,37.63066101074219,Замоскворечье
EC8CA212EF10,55.74007797241211,37.580623626708984,Хамовники
8CFE74213C00,55.72378158569336,37.65642166137695,Даниловский
EC8CA20D8C50,55.72280502319336,37.563358306884766,Хамовники
EC8CA22EEA90,55.72822952270508,37.622764587402344,Замоскворечье
F03E90192F50,55.75127410888672,37.61033630371094,Тверской
EC8CA215F120,55.75046157836914,37.64796829223633,Таганский
1CB9C4301F40,55.74763488769531,37.646488189697266,Таганский
3420E3175FE0,55.73133087158203,37.606807708740234,Якиманка
EC8CA20D16E0,55.750831604003906,37.60004425048828,Арбат
3087D9264E20,55.70856857299805,37.60980987548828,Даниловский
EC8CA20F0C60,55.74922561645508,37.653236389160156,Таганский
0CF4D52BB100,55.73086929321289,37.63642501831055,Замоскворечье
EC8CA20D1D40,55.74646759033203,37.55343246459961,Дорогомилово
1CB9C426A660,55.749359130859375,37.607791900634766,Хамовники
0CF4D52BDCA0,55.724891662597656,37.57514572143555,Хамовники
1CB9C4269F10,55.74861526489258,37.628849029541016,Замоскворечье
1CB9C4309480,55.718929290771484,37.60836410522461,Донской
0CF4D52B9530,55.74602127075195,37.55989074707031,Дорогомилово
1CB9C429B4C0,55.711341857910156,37.612247467041016,Даниловский
EC8CA2101440,55.743934631347656,37.6329460144043,Замоскворечье
EC8CA212D120,55.72800827026367,37.65378952026367,Даниловский
F03E90193FA0,55.745853424072266,37.55170822143555,Дорогомилово
3087D9237FD0,55.719913482666016,37.66304397583008,Даниловский
EC8CA20D16C0,55.72889709472656,37.55870819091797,Хамовники
EC8CA212DD20,55.70649719238281,37.657352447509766,Даниловский
0CF4D52BC150,55.72310256958008,37.57044982910156,Хамовники
0CF4D52BCF20,55.70756912231445,37.588809967041016,Донской
1CB9C429B520,55.74867630004883,37.5820198059082,Арбат
EC58EA13FB50,55.73668670654297,37.59135437011719,Хамовники
1CB9C426E3C0,55.74641036987305,37.609989166259766,Хамовники
EC58EA196120,55.71241760253906,37.59872817993164,Донской
0CF4D52BB210,55.720027923583984,37.58123016357422,Хамовники
1CB9C424D7A0,55.74951934814453,37.600711822509766,Арбат
1CB9C429B830,55.74107360839844,37.57640075683594,Хамовники
EC8CA2139D70,55.73320388793945,37.59323501586914,Хамовники
F03E9018FBB0,55.74910354614258,37.644588470458984,Таганский
1CB9C424E530,55.75262451171875,37.61231231689453,Тверской
EC8CA20F3700,55.716575622558594,37.57872772216797,Хамовники
EC8CA22EE8C0,55.734092712402344,37.60185241699219,Якиманка
EC8CA20F0070,55.72943115234375,37.62241744995117,Замоскворечье
3420E3178390,55.71241760253906,37.59872817993164,Донской
1CB9C426D440,55.73259353637695,37.62733840942383,Замоскворечье
1CB9C4301D20,55.74541091918945,37.656009674072266,Таганский
1CB9C429BC40,55.73433303833008,37.6166877746582,Якиманка
1CB9C4251000,55.74064254760742,37.65239334106445,Таганский
DCAEEB1DCF70,55.72138214111328,37.628448486328125,Даниловский
3087D91F1970,55.74082946777344,37.536407470703125,Дорогомилово
3087D91F72F0,55.73739242553711,37.65285110473633,Таганский
8CFE74214370,55.726593017578125,37.61016082763672,Якиманка
F03E9018F800,55.75005340576172,37.64269256591797,Таганский
1CB9C424D7C0,55.71660232543945,37.57878875732422,Хамовники
0CF4D52BBF50,55.73828887939453,37.58601379394531,Хамовники
EC8CA20F0840,55.725589752197266,37.607234954833984,Якиманка
1CB9C424B600,55.746402740478516,37.60628890991211,Хамовники
1CB9C429B550,55.739341735839844,37.67409133911133,Таганский
3087D91F8450,55.72764587402344,37.614166259765625,Якиманка
EC8CA20D2150,55.74819564819336,37.61058807373047,Хамовники
0CF4D52D29E0,55.725765228271484,37.58715057373047,Хамовники
8CFE74216450,55.71000289916992,37.589630126953125,Донской
EC8CA2100110,55.742244720458984,37.595428466796875,Хамовники
184B0D1F9FC0,55.709815979003906,37.60361862182617,Донской
0CF4D52D0DC0,55.728450775146484,37.559791564941406,Хамовники
1CB9C429B920,55.740177154541016,37.632904052734375,Замоскворечье
EC8CA20D8B10,55.723365783691406,37.562191009521484,Хамовники
EC8CA21004C0,55.72882843017578,37.62411117553711,Замоскворечье
0CF4D52D2D90,55.736473083496094,37.65620803833008,Таганский
0CF4D52BA120,55.730926513671875,37.66692352294922,Южнопортовый
3420E3178B70,55.717323303222656,37.62773895263672,Даниловский
EC8CA213B1A0,55.73191833496094,37.592994689941406,Хамовники
EC8CA22EE2B0,55.73150634765625,37.60340881347656,Якиманка
3087D923DFE0,55.72069549560547,37.60946273803711,Якиманка
1CB9C429DDC0,55.72354507446289,37.565338134765625,Хамовники
0CF4D52BD840,55.73086929321289,37.63642501831055,Замоскворечье
EC8CA22F0560,55.74684143066406,37.67928695678711,Таганский
EC58EA13F690,55.74625778198242,37.6480598449707,Таганский
EC8CA215E910,55.723777770996094,37.56220626831055,Хамовники
EC8CA22EFE80,55.74909973144531,37.572078704833984,Дорогомилово
1CB9C426A4C0,55.74565124511719,37.65487289428711,Таганский
1CB9C429D8E0,55.74576950073242,37.62504577636719,Замоскворечье
EC8CA22EDFB0,55.7408332824707,37.59169006347656,Хамовники
0CF4D52D0DD0,55.7237548828125,37.622840881347656,Замоскворечье
1CB9C426D1E0,55.74736785888672,37.62976837158203,Замоскворечье
441E98145C90,55.71000289916992,37.589630126953125,Донской
EC8CA2100C30,55.73347091674805,37.62294387817383,Якиманка
EC8CA2100D70,55.750850677490234,37.600059509277344,Арбат
EC8CA215F730,55.74041748046875,37.646610260009766,Таганский
0CF4D52B8F00,55.72575759887695,37.58716583251953,Хамовники
